wt_rep1	wt_rep2	wt_rep3	wt_rep4	KO_rep1	KO_rep2	KO_rep3	KO_rep4	gene
289	292	297	449	151	151	178	131	Rttn_ENSMUSG00000023066
487	460	506	545	426	453	496	439	Rubcn_ENSMUSG00000035629
8	5	8	5	7	9	9	7	Rubcnl_ENSMUSG00000034959
470	538	484	478	117	112	122	104	Rufy1_ENSMUSG00000020375
67	83	87	95	157	138	141	132	Rufy2_ENSMUSG00000020070
214	209	231	225	363	405	450	421	Rufy3_ENSMUSG00000029291
1	1	1	0	0	0	0	0	Rufy4_ENSMUSG00000061815
272	288	303	311	304	346	336	321	Rundc1_ENSMUSG00000035007
0	0	0	1	0	0	0	1	Rundc3a_ENSMUSG00000006575
23	26	37	27	17	27	25	20	Rundc3b_ENSMUSG00000040570
1008	1064	1112	1325	2025	2169	2279	2050	Runx1_ENSMUSG00000022952
0	0	0	0	0	0	0	0	Runx1t1_ENSMUSG00000006586
0	0	0	0	0	0	0	0	Runx2_ENSMUSG00000039153
789	803	822	954	408	432	474	461	Runx3_ENSMUSG00000070691
649	630	654	585	464	454	483	444	Rusc1_ENSMUSG00000041263
708	606	792	842	857	931	897	893	Rusc2_ENSMUSG00000035969
2144	1925	1969	1857	138	169	137	122	Ruvbl1_ENSMUSG00000030079
8409	7378	7466	7300	839	914	888	863	Ruvbl2_ENSMUSG00000003868
879	807	753	714	109	133	127	118	Rwdd1_ENSMUSG00000019782
33	29	24	20	15	22	22	15	Rwdd2a_ENSMUSG00000032417
203	220	197	189	32	35	39	37	Rwdd2b_ENSMUSG00000041079
55	62	46	45	99	91	101	89	Rwdd3_ENSMUSG00000028133
1120	1079	1137	1065	267	322	333	291	Rwdd4a_ENSMUSG00000031568
0	0	0	0	0	0	0	0	Rxfp1_ENSMUSG00000034009
0	0	0	0	0	0	0	0	Rxfp2_ENSMUSG00000053368
0	0	0	0	0	0	0	0	Rxfp3_ENSMUSG00000060735
0	0	0	0	0	0	0	0	Rxfp4_ENSMUSG00000049741
484	468	534	568	445	518	500	478	Rxra_ENSMUSG00000015846
1099	1041	1042	1027	1461	1562	1641	1506	Rxrb_ENSMUSG00000039656
0	0	0	0	0	0	0	0	Rxrg_ENSMUSG00000015843
548	551	478	479	122	136	117	104	Rxylt1_ENSMUSG00000034620
9	9	5	11	10	7	7	10	Rybp_ENSMUSG00000072872
2174	2074	2037	1999	1641	1815	1814	1670	Ryk_ENSMUSG00000032547
13	19	15	13	11	3	10	6	Ryr1_ENSMUSG00000030592
0	0	0	0	0	0	0	0	Ryr2_ENSMUSG00000021313
22	11	15	21	959	997	1051	1026	Ryr3_ENSMUSG00000057378
161	137	120	147	113	179	132	128	S100a1_ENSMUSG00000044080
1606	1539	1512	1199	840	879	866	781	S100a10_ENSMUSG00000041959
37	26	29	37	43	55	55	31	S100a11_ENSMUSG00000027907
1	1	0	0	1	1	0	2	S100a14_ENSMUSG00000042306
0	0	0	0	0	0	0	0	S100a16_ENSMUSG00000074457
0	0	0	0	0	0	0	0	S100a2_ENSMUSG00000094018
0	0	0	0	0	1	0	1	S100a3_ENSMUSG00000001021
203	230	172	137	8	9	9	8	S100a4_ENSMUSG00000001020
0	0	0	1	0	0	0	0	S100a5_ENSMUSG00000001023
252	206	218	179	64	66	54	68	S100a6_ENSMUSG00000001025
0	0	0	0	1	0	0	0	S100a7a_ENSMUSG00000063767
0	0	0	0	0	0	0	0	S100a7l2_ENSMUSG00000091175
0	0	0	0	0	0	0	0	S100a8_ENSMUSG00000056054
0	0	0	0	0	0	0	0	S100a9_ENSMUSG00000056071
0	0	0	0	0	0	0	1	S100b_ENSMUSG00000033208
0	0	0	0	0	0	0	0	S100g_ENSMUSG00000040808
872	834	979	967	982	1194	1204	1088	S100pbp_ENSMUSG00000040928
0	0	0	0	0	0	0	0	S100z_ENSMUSG00000021679
4	5	7	4	3	3	3	2	S1pr1_ENSMUSG00000045092
444	434	462	529	296	368	379	329	S1pr2_ENSMUSG00000043895
0	0	0	0	0	0	0	0	S1pr3_ENSMUSG00000067586
53	56	44	43	1	2	3	5	S1pr4_ENSMUSG00000044199
0	0	0	0	1	0	1	0	S1pr5_ENSMUSG00000045087
0	0	0	0	0	0	0	0	Saa1_ENSMUSG00000074115
0	0	0	0	0	0	1	0	Saa2_ENSMUSG00000057465
17	23	18	18	2	3	13	5	Saa3_ENSMUSG00000040026
0	0	0	0	0	0	0	0	Saa4_ENSMUSG00000040017
793	822	764	748	282	302	289	257	Saal1_ENSMUSG00000006763
755	662	584	605	102	109	105	98	Sac3d1_ENSMUSG00000024790
555	561	609	704	1097	1164	1219	992	Sacm1l_ENSMUSG00000025240
23	35	81	160	92	80	93	82	Sacs_ENSMUSG00000048279
6518	6257	6098	5892	1242	1376	1393	1301	Sae1_ENSMUSG00000052833
5032	4671	4892	4726	2878	3090	3166	2934	Safb_ENSMUSG00000071054
3311	3218	3155	3098	3011	3220	3413	3225	Safb2_ENSMUSG00000042625
4	6	4	1	10	6	14	4	Sag_ENSMUSG00000056055
1	1	0	1	0	0	0	0	Sall1_ENSMUSG00000031665
1	0	0	1	0	0	0	0	Sall2_ENSMUSG00000049532
1	2	3	0	0	0	0	0	Sall3_ENSMUSG00000024565
0	0	0	0	1	1	1	0	Sall4_ENSMUSG00000027547
1407	1345	1265	1175	357	397	376	391	Samd1_ENSMUSG00000079003
13	14	13	11	21	22	19	16	Samd10_ENSMUSG00000038605
47	34	45	45	150	138	138	146	Samd11_ENSMUSG00000096351
0	0	0	0	0	0	0	1	Samd12_ENSMUSG00000058656
3406	3102	3078	3138	9829	10971	11263	10494	Samd14_ENSMUSG00000047181
3	10	7	5	2	1	6	2	Samd15_ENSMUSG00000090812
0	0	0	0	0	0	0	0	Samd3_ENSMUSG00000051354
9	12	12	14	12	16	10	5	Samd4_ENSMUSG00000021838
1003	902	1048	1195	1329	1383	1455	1381	Samd4b_ENSMUSG00000109336
0	0	0	0	0	0	0	0	Samd5_ENSMUSG00000060487
0	0	0	1	1	0	0	1	Samd7_ENSMUSG00000051860
63	83	92	110	158	197	176	172	Samd8_ENSMUSG00000021770
92	113	99	139	112	139	126	88	Samd9l_ENSMUSG00000047735
1654	1599	1649	1725	1211	1269	1331	1184	Samhd1_ENSMUSG00000027639
4183	3883	3735	3508	949	1116	1100	1074	Samm50_ENSMUSG00000022437
725	802	728	727	99	103	115	97	Samsn1_ENSMUSG00000022876
0	0	0	0	0	0	0	0	Samt1_ENSMUSG00000094802
0	0	0	0	0	0	0	0	Samt1b_ENSMUSG00000094577
0	0	0	0	0	0	0	0	Samt1c_ENSMUSG00000096867
0	0	0	0	0	0	0	0	Samt1d_ENSMUSG00000094592
0	0	0	0	0	0	0	0	Samt2_ENSMUSG00000072888
0	0	0	0	0	0	0	0	Samt2b_ENSMUSG00000059663
0	0	0	0	0	0	0	0	Samt3_ENSMUSG00000035454
0	0	0	0	0	0	0	0	Samt4_ENSMUSG00000025051
1503	1540	1665	1943	1835	1965	2061	1920	Sap130_ENSMUSG00000024260
1249	1213	1105	1021	436	500	478	468	Sap18_ENSMUSG00000021963
3	5	3	2	1	2	1	0	Sap18b_ENSMUSG00000061104
294	342	260	247	448	517	481	498	Sap25_ENSMUSG00000079165
619	650	531	463	319	373	373	357	Sap30_ENSMUSG00000031609
1085	1067	1080	1046	494	532	601	548	Sap30bp_ENSMUSG00000020755
422	409	330	353	252	246	283	230	Sap30l_ENSMUSG00000020519
1321	1409	1151	1138	601	637	660	644	Sapcd1_ENSMUSG00000036185
604	583	621	599	126	140	127	144	Sapcd2_ENSMUSG00000026955
2952	3030	2752	2722	1635	1794	1748	1667	Sar1a_ENSMUSG00000020088
742	848	657	665	309	335	350	304	Sar1b_ENSMUSG00000020386
752	795	707	731	1300	1544	1565	1406	Saraf_ENSMUSG00000031532
2	1	1	0	0	0	0	0	Sardh_ENSMUSG00000009614
2	0	3	4	0	0	2	1	Sarm1_ENSMUSG00000050132
1767	1757	1462	1333	553	526	585	547	Sarnp_ENSMUSG00000078427
6384	6320	5997	5349	2007	2216	2234	1977	Sars_ENSMUSG00000068739
650	567	642	617	107	99	108	95	Sars2_ENSMUSG00000070699
3713	3351	3220	3078	1423	1734	1656	1592	Sart1_ENSMUSG00000039148
2248	2014	2149	2256	1026	1128	1179	1139	Sart3_ENSMUSG00000018974
0	0	0	0	0	0	1	0	Sash1_ENSMUSG00000015305
2	6	8	5	1	0	1	1	Sash3_ENSMUSG00000031101
218	255	251	338	137	157	156	141	Sass6_ENSMUSG00000027959
1111	1101	933	912	1943	2117	2008	1997	Sat1_ENSMUSG00000025283
0	0	0	0	0	2	0	1	Sat2_ENSMUSG00000069835
0	0	1	0	0	0	0	0	Satb1_ENSMUSG00000023927
0	0	0	0	0	0	0	0	Satb2_ENSMUSG00000038331
0	0	0	0	0	0	0	0	Satl1_ENSMUSG00000025527
1277	1193	1218	1395	757	870	866	793	Sav1_ENSMUSG00000021067
0	0	0	0	0	0	0	0	Saxo1_ENSMUSG00000028492
1	2	1	3	2	1	1	3	Saxo2_ENSMUSG00000038570
91	64	50	48	24	28	29	18	Saysd1_ENSMUSG00000045107
1458	1324	1373	1284	1226	1303	1376	1166	Sbds_ENSMUSG00000025337
2683	2457	2852	3380	3177	3460	3714	3550	Sbf1_ENSMUSG00000036529
50	42	51	63	76	92	84	91	Sbf2_ENSMUSG00000038371
238	204	238	246	108	142	134	101	Sbk1_ENSMUSG00000042978
4	3	1	0	4	7	4	5	Sbk2_ENSMUSG00000030433
0	0	0	0	5	12	7	6	Sbk3_ENSMUSG00000085272
2682	2955	3263	3881	2848	3187	3318	2924	Sbno1_ENSMUSG00000038095
1029	965	1170	1176	1189	1293	1395	1274	Sbno2_ENSMUSG00000035673
0	0	0	0	0	0	0	0	Sbp_ENSMUSG00000024128
0	0	0	0	0	0	0	0	Sbpl_ENSMUSG00000024125
13	10	9	9	235	264	264	288	Sbsn_ENSMUSG00000046056
0	0	0	0	0	0	0	0	Sbspon_ENSMUSG00000032719
401	434	408	440	269	353	296	245	Sc5d_ENSMUSG00000032018
2704	2425	2636	2822	2856	3002	3265	3020	Scaf1_ENSMUSG00000038406
6948	7516	7611	8657	5739	6054	6264	5823	Scaf11_ENSMUSG00000033228
1695	1593	1858	2187	1618	1603	1854	1822	Scaf4_ENSMUSG00000022983
1335	1367	1447	1603	1617	1773	1800	1705	Scaf8_ENSMUSG00000046201
101	125	147	200	552	679	649	590	Scai_ENSMUSG00000035236
0	0	1	2	0	0	0	0	Scamp1_ENSMUSG00000021687
898	737	834	803	664	713	758	643	Scamp2_ENSMUSG00000040188
3342	2979	3083	3326	1261	1398	1417	1266	Scamp3_ENSMUSG00000028049
2	8	3	6	6	2	6	4	Scamp4_ENSMUSG00000113949
32	29	28	33	6	4	8	4	Scamp5_ENSMUSG00000040722
643	441	381	428	258	185	243	232	Scand1_ENSMUSG00000046229
2221	2030	2245	2535	635	693	659	649	Scap_ENSMUSG00000032485
127	125	115	168	175	187	168	177	Scaper_ENSMUSG00000034007
0	0	0	0	0	0	0	0	Scara3_ENSMUSG00000034463
1	0	1	0	0	1	2	0	Scara5_ENSMUSG00000022032
2751	2643	2680	2881	1468	1626	1620	1624	Scarb1_ENSMUSG00000037936
704	769	746	828	1091	1179	1256	1114	Scarb2_ENSMUSG00000029426
5	5	2	4	2	5	2	2	Scarf1_ENSMUSG00000038188
31	15	22	19	14	25	23	20	Scarf2_ENSMUSG00000012017
686	685	565	599	403	424	427	351	Sccpdh_ENSMUSG00000038936
5710	5949	6422	7285	1362	1579	1536	1429	Scd1_ENSMUSG00000037071
37151	35473	38831	44370	4003	4717	4593	4334	Scd2_ENSMUSG00000025203
31	22	36	23	4	5	5	6	Scd3_ENSMUSG00000025202
83	75	123	152	7	16	15	11	Scd4_ENSMUSG00000050195
0	0	0	0	0	0	0	0	Scel_ENSMUSG00000022123
747	686	702	716	287	378	311	308	Scfd1_ENSMUSG00000020952
385	344	373	392	119	139	161	131	Scfd2_ENSMUSG00000062110
0	0	0	0	1	0	1	0	Scg2_ENSMUSG00000050711
0	0	0	0	0	0	0	0	Scg3_ENSMUSG00000032181
0	0	0	0	1	1	4	1	Scg5_ENSMUSG00000023236
0	0	0	0	0	0	0	0	Scgb1a1_ENSMUSG00000024653
0	0	0	0	0	0	0	0	Scgb1b12_ENSMUSG00000101520
0	0	0	0	0	0	0	0	Scgb1b19_ENSMUSG00000095232
0	0	0	0	0	0	0	0	Scgb1b2_ENSMUSG00000062556
0	0	0	0	0	0	0	0	Scgb1b20_ENSMUSG00000094978
0	0	0	0	0	0	0	0	Scgb1b24_ENSMUSG00000078753
0	0	0	0	0	0	0	0	Scgb1b27_ENSMUSG00000066583
0	0	0	0	0	0	0	0	Scgb1b29_ENSMUSG00000078757
0	0	0	0	0	0	0	0	Scgb1b3_ENSMUSG00000095257
0	0	0	0	0	0	0	0	Scgb1b30_ENSMUSG00000078752
0	0	0	0	0	0	0	0	Scgb1b7_ENSMUSG00000078759
0	0	0	0	0	0	0	0	Scgb1c1_ENSMUSG00000038801
0	0	0	0	0	0	0	0	Scgb2b11_ENSMUSG00000099729
0	0	0	0	0	0	0	0	Scgb2b12_ENSMUSG00000097982
0	0	0	0	0	0	0	0	Scgb2b15_ENSMUSG00000097972
0	0	0	0	0	0	0	0	Scgb2b17_ENSMUSG00000098094
0	0	0	0	0	0	0	0	Scgb2b18_ENSMUSG00000100058
0	0	0	0	0	0	0	0	Scgb2b19_ENSMUSG00000096467
1	0	0	0	0	0	0	0	Scgb2b2_ENSMUSG00000036521
0	0	0	0	0	0	0	0	Scgb2b20_ENSMUSG00000094305
0	0	0	0	0	0	0	0	Scgb2b21_ENSMUSG00000099900
0	0	0	0	0	0	0	0	Scgb2b24_ENSMUSG00000046438
0	0	0	0	0	0	0	0	Scgb2b26_ENSMUSG00000066586
0	0	0	0	0	0	0	0	Scgb2b27_ENSMUSG00000066584
0	0	0	0	0	0	0	0	Scgb2b3_ENSMUSG00000078754
0	0	0	0	0	0	0	0	Scgb2b7_ENSMUSG00000094053
0	0	0	0	0	0	0	0	Scgb3a1_ENSMUSG00000064057
0	0	0	0	0	0	0	0	Scgb3a2_ENSMUSG00000038791
0	0	0	0	0	0	0	0	Scgn_ENSMUSG00000021337
4	0	3	6	5	6	6	7	Schip1_ENSMUSG00000027777
0	0	0	0	0	0	0	0	Scimp_ENSMUSG00000057135
3	2	5	0	0	0	0	0	Scin_ENSMUSG00000002565
220	191	219	219	67	59	64	50	Sclt1_ENSMUSG00000059834
1205	1185	1266	1269	566	615	586	526	Scly_ENSMUSG00000026307
825	791	870	923	841	1011	1041	948	Scmh1_ENSMUSG00000000085
0	0	0	0	0	0	0	0	Scml2_ENSMUSG00000000037
5	10	4	6	0	1	2	1	Scml4_ENSMUSG00000044770
263	254	220	272	854	858	936	819	Scn10a_ENSMUSG00000034533
11	18	22	19	4	2	6	1	Scn11a_ENSMUSG00000034115
0	0	0	0	0	0	0	0	Scn1a_ENSMUSG00000064329
0	0	0	1	2	0	0	0	Scn1b_ENSMUSG00000019194
0	0	0	0	0	0	0	0	Scn2a_ENSMUSG00000075318
18	23	30	21	25	28	21	38	Scn2b_ENSMUSG00000070304
0	0	0	0	0	0	0	0	Scn3a_ENSMUSG00000057182
0	0	0	0	0	0	0	0	Scn3b_ENSMUSG00000049281
1	6	2	3	10	15	19	15	Scn4a_ENSMUSG00000001027
1	0	0	0	2	3	7	3	Scn4b_ENSMUSG00000046480
7	12	7	8	0	2	0	2	Scn5a_ENSMUSG00000032511
0	0	0	0	0	0	0	0	Scn7a_ENSMUSG00000034810
0	0	0	0	0	0	1	0	Scn8a_ENSMUSG00000023033
0	0	0	0	0	0	0	0	Scn9a_ENSMUSG00000075316
1140	1185	959	913	765	833	820	847	Scnm1_ENSMUSG00000092607
2	8	2	5	2	6	5	2	Scnn1a_ENSMUSG00000030340
0	0	0	0	0	0	0	0	Scnn1b_ENSMUSG00000030873
0	0	0	0	0	0	0	0	Scnn1g_ENSMUSG00000000216
367	366	375	386	134	128	167	154	Sco1_ENSMUSG00000069844
117	117	123	105	5	11	7	8	Sco2_ENSMUSG00000091780
58	48	69	73	62	65	78	72	Scoc_ENSMUSG00000063253
754	740	720	626	267	306	322	277	Scp2_ENSMUSG00000028603
0	0	0	0	0	0	0	0	Scp2d1_ENSMUSG00000027431
329	341	349	307	303	352	341	366	Scpep1_ENSMUSG00000000278
0	0	0	0	0	0	0	0	Scrg1_ENSMUSG00000031610
3137	2705	3150	3496	1134	1244	1301	1288	Scrib_ENSMUSG00000022568
0	0	0	0	0	0	0	0	Scrn1_ENSMUSG00000019124
198	201	172	189	63	73	70	70	Scrn2_ENSMUSG00000020877
161	125	155	174	255	281	268	216	Scrn3_ENSMUSG00000008226
1	0	2	3	13	4	13	6	Scrt1_ENSMUSG00000048385
0	0	0	0	0	3	0	0	Scrt2_ENSMUSG00000060257
0	0	0	0	0	0	0	0	Sct_ENSMUSG00000038580
0	0	0	0	0	0	0	0	Sctr_ENSMUSG00000026387
0	0	0	0	0	0	0	0	Scube1_ENSMUSG00000016763
3	9	5	12	49	66	84	73	Scube2_ENSMUSG00000007279
0	3	3	1	0	0	0	0	Scube3_ENSMUSG00000038677
0	1	0	1	0	0	0	0	Scx_ENSMUSG00000034161
1607	1529	1519	1554	1001	1088	1066	1017	Scyl1_ENSMUSG00000024941
900	946	911	1041	1312	1478	1456	1311	Scyl2_ENSMUSG00000069539
534	513	550	615	628	668	675	644	Scyl3_ENSMUSG00000026584
3213	3547	3643	3932	752	818	817	843	Sdad1_ENSMUSG00000029415
898	854	866	908	330	356	363	351	Sdc1_ENSMUSG00000020592
0	0	0	0	0	0	0	0	Sdc2_ENSMUSG00000022261
76	67	58	80	39	35	43	57	Sdc3_ENSMUSG00000025743
0	0	0	0	0	2	0	0	Sdc4_ENSMUSG00000017009
1345	1186	1287	1339	1729	1926	1990	1707	Sdcbp_ENSMUSG00000028249
3	10	3	3	3	5	8	7	Sdcbp2_ENSMUSG00000027456
141	123	122	107	53	76	104	96	Sdccag8_ENSMUSG00000026504
1233	1197	1334	1466	1001	1074	1123	915	Sde2_ENSMUSG00000038806
732	686	652	657	701	783	804	705	Sdf2_ENSMUSG00000002064
3340	2977	2909	2780	148	158	170	161	Sdf2l1_ENSMUSG00000022769
2436	2448	2291	2222	1467	1572	1658	1512	Sdf4_ENSMUSG00000029076
5768	5577	5641	5666	2493	2784	2838	2727	Sdha_ENSMUSG00000021577
163	165	161	104	115	146	142	123	Sdhaf1_ENSMUSG00000074211
1017	987	875	839	577	584	569	598	Sdhaf2_ENSMUSG00000024668
123	145	155	123	89	103	96	82	Sdhaf3_ENSMUSG00000042505
213	200	184	161	92	86	102	76	Sdhaf4_ENSMUSG00000026154
3253	3228	2978	2671	698	761	680	714	Sdhb_ENSMUSG00000009863
2499	2198	2157	2102	1120	1184	1126	1189	Sdhc_ENSMUSG00000058076
3953	3724	3642	3452	1987	2202	2251	1962	Sdhd_ENSMUSG00000000171
0	0	0	0	0	0	0	0	Sdk1_ENSMUSG00000039683
10	11	10	9	174	194	169	169	Sdk2_ENSMUSG00000041592
0	0	0	0	0	0	0	0	Sdr16c5_ENSMUSG00000028236
0	0	0	0	0	0	0	0	Sdr16c6_ENSMUSG00000071019
0	0	0	0	0	0	1	5	Sdr39u1_ENSMUSG00000022223
0	0	0	0	0	0	0	0	Sdr42e1_ENSMUSG00000034308
0	0	0	0	0	0	0	0	Sdr9c7_ENSMUSG00000040127
0	0	0	0	0	0	0	0	Sds_ENSMUSG00000029597
746	660	645	550	651	727	678	683	Sdsl_ENSMUSG00000029596
0	0	0	0	0	0	0	0	Sebox_ENSMUSG00000001103
1	0	0	0	3	0	0	0	Sec1_ENSMUSG00000040364
1591	1509	1369	1314	401	499	456	400	Sec11a_ENSMUSG00000025724
2283	2459	2023	1800	1332	1353	1269	1355	Sec11c_ENSMUSG00000024516
4131	3594	3759	3485	684	711	763	720	Sec13_ENSMUSG00000030298
2925	2848	3142	3325	1150	1284	1279	1196	Sec14l1_ENSMUSG00000020823
318	357	326	312	345	430	380	406	Sec14l2_ENSMUSG00000003585
0	0	0	0	0	0	0	0	Sec14l3_ENSMUSG00000054986
0	0	0	0	0	0	0	0	Sec14l4_ENSMUSG00000019368
0	0	0	0	0	0	0	3	Sec14l5_ENSMUSG00000091712
1552	1569	1814	2458	1629	1763	1815	1723	Sec16a_ENSMUSG00000026924
1	4	1	2	2	0	0	0	Sec16b_ENSMUSG00000026589
154	143	133	145	115	134	148	97	Sec22a_ENSMUSG00000034473
1537	1399	1380	1445	1217	1358	1375	1218	Sec22b_ENSMUSG00000027879
258	253	247	285	144	217	206	178	Sec22c_ENSMUSG00000061536
597	631	685	750	791	945	894	826	Sec23a_ENSMUSG00000020986
1623	1541	1560	1733	604	654	687	602	Sec23b_ENSMUSG00000027429
1869	1870	1924	2119	1210	1275	1319	1180	Sec23ip_ENSMUSG00000055319
537	533	651	817	775	850	822	732	Sec24a_ENSMUSG00000036391
950	1064	1179	1354	788	907	1012	890	Sec24b_ENSMUSG00000001052
2067	2182	2279	2535	2721	2954	3203	2942	Sec24c_ENSMUSG00000039367
742	647	840	1035	533	576	613	568	Sec24d_ENSMUSG00000039234
3348	3550	3755	4447	976	1099	1172	1059	Sec31a_ENSMUSG00000035325
2	4	0	2	28	29	37	32	Sec31b_ENSMUSG00000051984
7814	7577	7847	8221	1839	2009	2098	1841	Sec61a1_ENSMUSG00000030082
528	585	540	629	602	661	622	583	Sec61a2_ENSMUSG00000025816
1907	1742	1659	1460	333	416	357	317	Sec61b_ENSMUSG00000053317
1000	1042	889	750	699	836	735	754	Sec61g_ENSMUSG00000078974
1485	1615	1462	1329	3171	3384	3250	2939	Sec62_ENSMUSG00000027706
1547	1625	1530	1528	1052	1219	1208	1078	Sec63_ENSMUSG00000019802
806	705	778	765	466	479	537	499	Secisbp2_ENSMUSG00000035139
482	577	608	743	1336	1528	1527	1338	Secisbp2l_ENSMUSG00000035093
456	500	465	428	1796	1880	1735	1733	Sectm1a_ENSMUSG00000025165
2	1	0	0	1	0	4	3	Sectm1b_ENSMUSG00000039364
2227	2184	2220	2357	1623	1786	1847	1521	Seh1l_ENSMUSG00000079614
1034	1124	1242	1428	1520	1543	1642	1526	Sel1l_ENSMUSG00000020964
0	0	0	0	0	0	0	0	Sel1l2_ENSMUSG00000074764
12	22	16	16	0	2	0	0	Sel1l3_ENSMUSG00000029189
0	0	0	0	0	1	0	0	Sele_ENSMUSG00000026582
3429	3108	3111	2813	2913	3043	3061	2756	Selenbp1_ENSMUSG00000068874
455	409	474	452	386	466	422	419	Selenbp2_ENSMUSG00000068877
3285	3186	3053	2831	835	974	899	867	Selenof_ENSMUSG00000037072
829	739	712	625	152	154	166	148	Selenoh_ENSMUSG00000076437
1697	1801	1759	1954	682	776	801	691	Selenoi_ENSMUSG00000075703
837	904	776	720	672	783	720	703	Selenok_ENSMUSG00000042682
272	233	225	200	226	203	222	212	Selenom_ENSMUSG00000075702
558	553	550	670	683	747	739	683	Selenon_ENSMUSG00000050989
428	352	400	388	362	435	414	417	Selenoo_ENSMUSG00000035757
70	67	92	81	263	300	311	277	Selenop_ENSMUSG00000064373
1606	1453	1413	1285	275	314	272	253	Selenos_ENSMUSG00000075701
1710	1848	1715	1888	727	847	819	623	Selenot_ENSMUSG00000075700
0	0	0	1	0	0	0	0	Selenov_ENSMUSG00000046750
827	832	787	678	683	705	777	687	Selenow_ENSMUSG00000041571
0	0	0	0	0	0	0	0	Sell_ENSMUSG00000026581
0	0	0	0	0	0	0	0	Selp_ENSMUSG00000026580
494	479	477	454	61	66	56	63	Selplg_ENSMUSG00000048163
3364	3301	2850	2398	1694	1682	1729	1710	Sem1_ENSMUSG00000042541
0	0	0	0	0	0	0	0	Sema3a_ENSMUSG00000028883
0	1	1	0	3	5	2	4	Sema3b_ENSMUSG00000057969
0	0	0	0	0	0	0	0	Sema3c_ENSMUSG00000028780
0	0	0	0	0	0	0	0	Sema3d_ENSMUSG00000040254
0	0	0	0	0	0	0	0	Sema3e_ENSMUSG00000063531
0	0	0	0	0	1	1	0	Sema3f_ENSMUSG00000034684
15	21	20	27	1	2	2	2	Sema3g_ENSMUSG00000021904
2471	2278	2513	2708	203	206	197	225	Sema4a_ENSMUSG00000028064
506	464	480	551	736	833	767	756	Sema4b_ENSMUSG00000030539
119	102	115	105	97	86	133	130	Sema4c_ENSMUSG00000026121
1189	1178	1361	1478	681	741	800	656	Sema4d_ENSMUSG00000021451
1	2	1	1	0	0	0	0	Sema4f_ENSMUSG00000000627
15	3	7	5	4	6	5	8	Sema4g_ENSMUSG00000025207
0	0	1	0	0	0	0	0	Sema5a_ENSMUSG00000022231
0	0	0	0	0	0	0	0	Sema5b_ENSMUSG00000052133
0	0	0	0	0	0	0	0	Sema6a_ENSMUSG00000019647
457	414	504	531	114	136	158	154	Sema6b_ENSMUSG00000001227
43	49	42	58	464	496	539	492	Sema6c_ENSMUSG00000038777
0	0	0	0	0	0	0	0	Sema6d_ENSMUSG00000027200
0	0	1	1	3	1	1	1	Sema7a_ENSMUSG00000038264
3136	3237	3386	3686	965	1050	1133	1079	Senp1_ENSMUSG00000033075
1642	1663	1695	1889	1721	1845	1817	1720	Senp2_ENSMUSG00000022855
2437	2409	2368	2646	938	1036	1033	1113	Senp3_ENSMUSG00000005204
653	648	735	866	766	807	757	752	Senp5_ENSMUSG00000022772
1561	1533	1529	1598	2046	2350	2313	2187	Senp6_ENSMUSG00000034252
242	243	301	352	389	427	502	398	Senp7_ENSMUSG00000052917
50	42	50	49	35	39	49	48	Senp8_ENSMUSG00000051705
1218	1123	1200	1232	347	361	352	324	Sephs1_ENSMUSG00000026662
3519	3328	3341	3095	707	813	763	769	Sephs2_ENSMUSG00000049091
391	388	419	431	390	410	413	377	Sepsecs_ENSMUSG00000029173
1563	1540	1423	1374	295	344	331	315	Septin1_ENSMUSG00000000486
0	0	0	0	0	0	0	0	Septin10_ENSMUSG00000019917
3031	3072	3436	3970	724	800	812	744	Septin11_ENSMUSG00000058013
1	1	0	1	0	0	2	4	Septin12_ENSMUSG00000022542
0	0	0	0	0	0	0	0	Septin14_ENSMUSG00000034219
3	0	0	1	0	1	0	1	Septin2_ENSMUSG00000026276
0	0	1	1	6	4	1	3	Septin2_ENSMUSG00000116048
1	0	0	0	1	0	0	0	Septin3_ENSMUSG00000022456
60	48	55	46	53	68	69	52	Septin4_ENSMUSG00000020486
364	316	347	377	333	327	349	337	Septin5_ENSMUSG00000072214
1170	1136	1151	1343	385	413	435	374	Septin6_ENSMUSG00000050379
1586	1614	1561	1723	1208	1349	1379	1173	Septin7_ENSMUSG00000001833
3775	3624	3996	4565	3888	4090	4243	4126	Septin8_ENSMUSG00000018398
6908	6659	6681	6856	1031	1126	1144	1080	Septin9_ENSMUSG00000059248
127	131	174	216	338	377	385	361	Serac1_ENSMUSG00000015659
19387	18281	18211	17756	4741	5337	5392	4846	Serbp1_ENSMUSG00000036371
329	313	325	276	106	155	133	97	Serf1_ENSMUSG00000021643
1518	1415	1388	1181	1257	1205	1313	1236	Serf2_ENSMUSG00000074884
259	292	272	239	85	97	98	95	Sergef_ENSMUSG00000030839
193	197	208	191	281	357	288	330	Serhl_ENSMUSG00000058586
811	848	847	859	1565	1774	1847	1630	Serinc1_ENSMUSG00000019877
92	107	86	99	31	54	50	42	Serinc2_ENSMUSG00000023232
6109	5953	6000	6374	16335	18320	18344	16148	Serinc3_ENSMUSG00000017707
6	7	1	2	5	10	12	14	Serinc4_ENSMUSG00000046110
285	278	347	372	995	1038	1128	992	Serinc5_ENSMUSG00000021703
3864	3785	3497	3677	1600	1836	1739	1433	Serp1_ENSMUSG00000027808
